Date,AAPL,AMZN,COP,CVX,GOOG,HES,INTC,ORCL,OXY,XOM
2013-07-29,15.992500305175781,15.305000305175781,65.18000030517578,126.16999816894531,,72.02999877929688,23.239999771118164,32.47999954223633,86.68539428710938,94.02999877929688
2013-07-30,16.190000534057617,15.120499610900879,64.83000183105469,125.77999877929688,,73.19000244140625,23.3799991607666,32.54999923706055,84.61598205566406,93.80999755859375
2013-07-31,16.161785125732422,15.060999870300293,64.86000061035156,125.88999938964844,,74.45999908447266,23.34000015258789,32.349998474121094,85.31536865234375,93.75
2013-08-01,16.309999465942383,15.278499603271484,66.08999633789062,126.44000244140625,,76.04000091552734,23.200000762939453,32.75,86.08181762695312,92.7300033569336
2013-08-02,16.519285202026367,15.21049976348877,67.2300033569336,124.94999694824219,,75.30999755859375,23.219999313354492,32.56999969482422,85.1908187866211,91.94999694824219
2013-08-05,16.766071319580078,15.049500465393066,67.19000244140625,123.98999786376953,,75.08000183105469,22.920000076293945,32.779998779296875,84.45311737060547,91.58999633789062
2013-08-06,16.616071701049805,15.037500381469727,67.08999633789062,123.13999938964844,,73.45999908447266,22.799999237060547,33.0,84.48185729980469,91.47000122070312
2013-08-07,16.606428146362305,14.845499992370605,66.5199966430664,123.33000183105469,,73.55999755859375,22.700000762939453,32.81999969482422,84.1944351196289,91.33999633789062
2013-08-08,16.464643478393555,14.786999702453613,67.08999633789062,123.06999969482422,,74.36000061035156,22.450000762939453,33.02000045776367,84.76927185058594,91.77999877929688
2013-08-09,16.230356216430664,14.86299991607666,66.83000183105469,122.5,,74.88999938964844,22.510000228881836,32.91999816894531,84.5776596069336,90.72000122070312
2013-08-12,16.691429138183594,14.834500312805176,66.0999984741211,121.80000305175781,,75.12999725341797,22.639999389648438,33.25,84.58724212646484,89.88999938964844
2013-08-13,17.484643936157227,14.69849967956543,66.9000015258789,122.5,,75.20999908447266,22.520000457763672,33.25,84.18486022949219,89.4000015258789
2013-08-14,17.803571701049805,14.567000389099121,67.16000366210938,122.05000305175781,,75.47000122070312,22.56999969482422,33.56999969482422,84.00282287597656,88.94999694824219
2013-08-15,17.782499313354492,14.32349967956543,67.62000274658203,120.25,,75.2300033569336,22.030000686645508,32.72999954223633,83.34176635742188,88.16000366210938
2013-08-16,17.940357208251953,14.241000175476074,67.37999725341797,119.87999725341797,,75.06999969482422,21.90999984741211,32.40999984741211,82.88188934326172,87.91000366210938
2013-08-19,18.13357162475586,14.278499603271484,65.83000183105469,118.66000366210938,,73.29000091552734,22.280000686645508,32.060001373291016,82.49867248535156,86.91999816894531
2013-08-20,17.895357131958008,14.354499816894531,65.9800033569336,118.29000091552734,,73.72000122070312,22.520000457763672,32.20000076293945,82.34538269042969,86.83000183105469
2013-08-21,17.941429138183594,14.228500366210938,65.5199966430664,117.69999694824219,,73.02999877929688,22.170000076293945,32.29999923706055,81.79928588867188,86.41999816894531
2013-08-22,17.96285629272461,14.486499786376953,66.1500015258789,118.29000091552734,,74.51000213623047,22.260000228881836,32.400001525878906,82.50824737548828,86.9800033569336
2013-08-23,17.893571853637695,14.500499725341797,66.55000305175781,119.52999877929688,,75.66000366210938,22.440000534057617,31.770000457763672,84.47227478027344,87.5199966430664
2013-08-26,17.963214874267578,14.310500144958496,66.30999755859375,118.83999633789062,,75.41000366210938,22.270000457763672,32.34000015258789,84.23275756835938,87.08999633789062
2013-08-27,17.449642181396484,14.046500205993652,66.0199966430664,118.80999755859375,,75.44999694824219,22.190000534057617,31.780000686645508,83.6866683959961,86.81999969482422
2013-08-28,17.532142639160156,14.079000473022461,66.7699966430664,121.80999755859375,,76.4800033569336,22.290000915527344,31.65999984741211,84.47227478027344,88.83999633789062
2013-08-29,17.560714721679688,14.199000358581543,66.16000366210938,120.37000274658203,,75.81999969482422,22.059999465942383,31.700000762939453,84.5105972290039,87.2699966430664
2013-08-30,17.400714874267578,14.048999786376953,66.30000305175781,120.43000030517578,,74.8499984741211,21.979999542236328,31.860000610351562,84.5105972290039,87.16000366210938
2013-09-03,17.44928550720215,14.4399995803833,66.79000091552734,120.55000305175781,,75.98999786376953,22.06999969482422,32.02000045776367,84.75969696044922,87.1500015258789
2013-09-04,17.81035614013672,14.682000160217285,67.66000366210938,120.86000061035156,,76.1500015258789,22.639999389648438,32.31999969482422,86.00517272949219,87.76000213623047
2013-09-05,17.688213348388672,14.704999923706055,67.7699966430664,121.37000274658203,,76.52999877929688,22.600000381469727,32.2599983215332,85.97643280029297,87.3499984741211
2013-09-06,17.79357147216797,14.793000221252441,68.19999694824219,121.20999908447266,,77.30000305175781,22.670000076293945,32.20000076293945,85.26746368408203,87.25
2013-09-09,18.077499389648438,14.98550033569336,68.87000274658203,122.22000122070312,,78.33000183105469,22.90999984741211,32.75,85.9381103515625,88.04000091552734
2013-09-10,17.665714263916016,15.017999649047852,68.66000366210938,123.01000213623047,,77.79000091552734,22.979999542236328,32.86000061035156,85.89978790283203,87.81999969482422
2013-09-11,16.703929901123047,14.982000350952148,69.16000366210938,123.91999816894531,,78.0999984741211,22.809999465942383,33.02000045776367,87.01113891601562,88.83999633789062
2013-09-12,16.881786346435547,14.942999839782715,68.77999877929688,123.88999938964844,,77.25,22.6299991607666,32.790000915527344,87.19316864013672,87.9800033569336
2013-09-13,16.60357093811035,14.895999908447266,69.19000244140625,124.13999938964844,,77.72000122070312,23.440000534057617,32.459999084472656,85.7369155883789,88.4000015258789
2013-09-16,16.075714111328125,14.803000450134277,69.33999633789062,124.08000183105469,,77.91999816894531,23.389999389648438,32.970001220703125,85.9189453125,88.66999816894531
2013-09-17,16.261428833007812,15.208499908447266,69.69999694824219,124.33999633789062,,77.79000091552734,23.739999771118164,33.2599983215332,87.1644287109375,88.94000244140625
2013-09-18,16.595714569091797,15.601499557495117,70.55999755859375,125.81999969482422,,79.22000122070312,23.899999618530273,33.869998931884766,88.43865203857422,89.58000183105469
2013-09-19,16.867856979370117,15.602999687194824,70.83999633789062,125.44000244140625,,79.63999938964844,23.90999984741211,33.88999938964844,88.24703979492188,89.27999877929688
2013-09-20,16.693214416503906,15.817000389099121,71.0,124.91999816894531,,78.62999725341797,23.770000457763672,34.04999923706055,87.72010040283203,88.66000366210938
2013-09-23,17.522857666015625,15.57450008392334,70.58000183105469,125.5199966430664,,78.52999877929688,23.6200008392334,33.939998626708984,87.53807067871094,87.75
2013-09-24,17.467857360839844,15.706500053405762,70.4000015258789,124.48999786376953,,78.51000213623047,23.700000762939453,33.63999938964844,88.90809631347656,87.36000061035156
2013-09-25,17.197500228881836,15.632499694824219,70.31999969482422,124.06999969482422,,78.72000122070312,23.700000762939453,33.869998931884766,89.01348876953125,87.13999938964844
2013-09-26,17.364999771118164,15.906000137329102,70.2300033569336,123.48999786376953,,78.79000091552734,23.40999984741211,33.810001373291016,89.65538787841797,87.06999969482422
2013-09-27,17.241071701049805,15.80049991607666,70.30999755859375,122.63999938964844,,78.33000183105469,22.979999542236328,33.779998779296875,90.49848175048828,86.9000015258789
2013-09-30,17.02678680419922,15.631999969482422,69.51000213623047,121.5,,77.33999633789062,22.920000076293945,33.16999816894531,89.6170654296875,86.04000091552734
2013-10-01,17.427143096923828,16.047500610351562,70.04000091552734,121.31999969482422,,78.69000244140625,22.829999923706055,33.5,90.4314193725586,86.0
2013-10-02,17.484285354614258,16.02549934387207,70.36000061035156,120.83000183105469,,79.95999908447266,22.889999389648438,33.68000030517578,90.83380126953125,86.08000183105469
2013-10-03,17.2646427154541,15.73799991607666,70.16999816894531,118.25,,79.88999938964844,22.600000381469727,33.2400016784668,90.44099426269531,85.5
2013-10-04,17.25107192993164,15.95199966430664,70.97000122070312,118.12999725341797,,80.13999938964844,22.809999465942383,33.209999084472656,91.40863800048828,86.31999969482422
2013-10-07,17.41964340209961,15.501500129699707,70.87999725341797,117.87000274658203,,79.54000091552734,22.829999923706055,32.84000015258789,91.28409576416016,85.9000015258789
2013-10-08,17.176429748535156,15.161499977111816,70.16999816894531,116.7300033569336,,78.7699966430664,22.479999542236328,32.369998931884766,89.63622283935547,85.51000213623047
2013-10-09,17.37821388244629,14.911499977111816,69.7699966430664,116.12999725341797,,78.52999877929688,22.59000015258789,32.189998626708984,90.01944732666016,85.16000366210938
2013-10-10,17.48714256286621,15.258500099182129,71.08000183105469,116.37999725341797,,80.79000091552734,23.100000381469727,32.9900016784668,91.11164093017578,86.04000091552734
2013-10-11,17.600357055664062,15.544500350952148,71.70999908447266,117.66999816894531,,81.0999984741211,23.260000228881836,33.2599983215332,91.48528289794922,86.94999694824219
2013-10-14,17.715713500976562,15.53499984741211,71.95999908447266,118.58000183105469,,81.30999755859375,23.450000762939453,33.279998779296875,91.69606018066406,87.5999984741211
2013-10-15,17.809999465942383,15.319999694824219,71.88999938964844,118.1500015258789,,80.80999755859375,23.389999389648438,32.75,91.23619079589844,86.79000091552734
2013-10-16,17.896785736083984,15.524499893188477,72.95999908447266,119.16000366210938,,82.30999755859375,23.700000762939453,33.02000045776367,92.90321350097656,87.30999755859375
2013-10-17,18.01785659790039,15.53849983215332,73.41000366210938,119.5199966430664,,82.38999938964844,23.920000076293945,32.869998931884766,93.96666717529297,87.4800033569336
2013-10-18,18.17464256286621,16.446500778198242,73.43000030517578,119.6500015258789,,84.05999755859375,23.8799991607666,32.900001525878906,94.16785430908203,87.55000305175781
2013-10-21,18.6200008392334,16.32200050354004,73.05000305175781,119.81999969482422,,84.0,24.139999389648438,32.95000076293945,92.9798583984375,87.2300033569336
2013-10-22,18.56678581237793,16.62700080871582,73.26000213623047,120.63999938964844,,83.55999755859375,24.06999969482422,32.900001525878906,93.71756744384766,87.9800033569336
2013-10-23,18.748571395874023,16.33799934387207,72.38999938964844,120.12999725341797,,81.91999816894531,23.739999771118164,32.70000076293945,91.64815521240234,87.61000061035156
2013-10-24,18.99678611755371,16.61050033569336,73.38999938964844,120.55999755859375,,83.08999633789062,23.780000686645508,33.06999969482422,92.96070098876953,88.41999816894531
2013-10-25,18.784286499023438,18.16950035095215,74.05999755859375,120.58999633789062,,83.19999694824219,24.239999771118164,33.150001525878906,92.8169937133789,87.97000122070312
2013-10-28,18.924285888671875,17.908000946044922,73.88999938964844,120.91000366210938,,83.16000366210938,24.360000610351562,33.13999938964844,93.44931030273438,88.2300033569336
2013-10-29,18.452856063842773,18.135000228881836,74.33999633789062,121.5,,83.5,24.520000457763672,33.709999084472656,92.43376922607422,88.93000030517578
2013-10-30,18.746429443359375,18.054000854492188,73.25,120.30000305175781,,80.31999969482422,24.5,33.529998779296875,92.03137969970703,88.80999755859375
2013-10-31,18.667856216430664,18.201499938964844,73.33000183105469,119.95999908447266,,81.19999694824219,24.469999313354492,33.5,92.05054473876953,89.62000274658203
2013-11-01,18.572500228881836,17.950000762939453,73.08999633789062,118.01000213623047,,80.93000030517578,24.329999923706055,33.529998779296875,91.6385726928711,89.81999969482422
2013-11-04,18.8125,17.937000274658203,73.33000183105469,118.0999984741211,,81.7300033569336,24.260000228881836,33.709999084472656,93.63134002685547,92.0999984741211
2013-11-05,18.766071319580078,17.944499969482422,72.56999969482422,118.44999694824219,,80.48999786376953,24.030000686645508,33.5,92.63495635986328,91.98999786376953
2013-11-06,18.604286193847656,17.80900001525879,73.9000015258789,121.13999938964844,,81.0,24.25,34.06999969482422,92.94153594970703,93.22000122070312
